Light,Temperature,Humidity,Result
31.00,         40.00,         77.00,         2.00
3.00,         26.00,         62.00,         1.00
18.00,         34.00,         37.00,         2.00
16.00,         37.00,         80.00,         2.00
2.00,         32.00,         83.00,         1.00
17.00,         43.00,         70.00,         2.00
32.00,         28.00,         74.00,         2.00
41.00,         25.00,         90.00,         1.00
16.00,         28.00,         53.00,         2.00
46.00,         32.00,         75.00,         2.00
30.00,         34.00,         89.00,         2.00
2.00,         44.00,         76.00,         1.00
27.00,         25.00,         58.00,         1.00
37.00,         43.00,         35.00,         4.00
22.00,         33.00,         63.00,         2.00
2.00,         38.00,         93.00,         1.00
14.00,         27.00,         55.00,         1.00
36.00,         31.00,         67.00,         2.00
14.00,         43.00,         41.00,         2.00
28.00,         33.00,         67.00,         2.00
32.00,         39.00,         41.00,         3.00
39.00,         27.00,         93.00,         1.00
1.00,         28.00,         45.00,         1.00
27.00,         38.00,         21.00,         3.00
19.00,         33.00,         27.00,         2.00
0.00,         25.00,         47.00,         1.00
34.00,         26.00,         21.00,         1.00
25.00,         28.00,         60.00,         2.00
29.00,         28.00,         90.00,         1.00
2.00,         37.00,         21.00,         2.00
36.00,         43.00,         52.00,         3.00
33.00,         34.00,         21.00,         2.00
33.00,         27.00,         41.00,         1.00
43.00,         29.00,         76.00,         2.00
4.00,         37.00,         80.00,         1.00
42.00,         32.00,         34.00,         3.00
20.00,         29.00,         44.00,         2.00
13.00,         24.00,         67.00,         1.00
3.00,         31.00,         53.00,         1.00
26.00,         23.00,         68.00,         1.00
29.00,         31.00,         86.00,         1.00
16.00,         41.00,         48.00,         2.00
24.00,         38.00,         65.00,         2.00
0.00,         28.00,         72.00,         1.00
26.00,         43.00,         41.00,         3.00
29.00,         26.00,         50.00,         1.00
32.00,         43.00,         88.00,         1.00
2.00,         43.00,         59.00,         1.00
12.00,         31.00,         73.00,         1.00
34.00,         38.00,         43.00,         3.00
25.00,         23.00,         96.00,         1.00
25.00,         23.00,         71.00,         1.00
1.00,         37.00,         55.00,         1.00
24.00,         31.00,         84.00,         2.00
30.00,         26.00,         86.00,         1.00
22.00,         36.00,         93.00,         1.00
48.00,         33.00,         75.00,         2.00
14.00,         32.00,         94.00,         1.00
19.00,         35.00,         67.00,         2.00
16.00,         29.00,         45.00,         2.00
7.00,         38.00,         22.00,         2.00
30.00,         29.00,         27.00,         2.00
28.00,         29.00,         32.00,         2.00
44.00,         27.00,         68.00,         1.00
1.00,         42.00,         96.00,         1.00
20.00,         44.00,         59.00,         2.00
21.00,         42.00,         21.00,         2.00
6.00,         25.00,         48.00,         1.00
41.00,         42.00,         53.00,         4.00
15.00,         34.00,         75.00,         2.00
39.00,         25.00,         51.00,         3.00
28.00,         38.00,         69.00,         2.00
48.00,         23.00,         47.00,         3.00
16.00,         24.00,         83.00,         1.00
17.00,         36.00,         89.00,         1.00
4.00,         34.00,         64.00,         1.00
32.00,         38.00,         61.00,         2.00
46.00,         36.00,         81.00,         3.00
23.00,         40.00,         88.00,         1.00
18.00,         41.00,         82.00,         2.00
43.00,         36.00,         51.00,         4.00
26.00,         28.00,         38.00,         2.00
4.00,         39.00,         88.00,         1.00
7.00,         43.00,         43.00,         2.00
28.00,         34.00,         59.00,         2.00
7.00,         35.00,         73.00,         2.00
36.00,         38.00,         95.00,         3.00
38.00,         23.00,         85.00,         1.00
21.00,         30.00,         46.00,         2.00
34.00,         36.00,         44.00,         3.00
40.00,         28.00,         26.00,         3.00
2.00,         34.00,         80.00,         1.00
34.00,         42.00,         90.00,         1.00
17.00,         37.00,         20.00,         2.00
24.00,         32.00,         66.00,         2.00
4.00,         34.00,         84.00,         1.00
30.00,         32.00,         23.00,         2.00
31.00,         43.00,         32.00,         3.00
44.00,         37.00,         81.00,         3.00
48.00,         36.00,         41.00,         4.00
41.00,         29.00,         56.00,         2.00
4.00,         36.00,         23.00,         2.00
43.00,         40.00,         20.00,         4.00
34.00,         26.00,         34.00,         1.00
42.00,         27.00,         75.00,         1.00
26.00,         40.00,         35.00,         3.00
17.00,         24.00,         46.00,         1.00
6.00,         36.00,         39.00,         2.00
2.00,         39.00,         97.00,         1.00
33.00,         32.00,         49.00,         2.00
10.00,         41.00,         47.00,         2.00
11.00,         26.00,         40.00,         1.00
19.00,         42.00,         35.00,         2.00
36.00,         28.00,         91.00,         1.00
12.00,         33.00,         35.00,         2.00
7.00,         30.00,         91.00,         1.00
38.00,         42.00,         97.00,         3.00
32.00,         37.00,         21.00,         3.00
39.00,         33.00,         21.00,         3.00
30.00,         29.00,         75.00,         2.00
8.00,         35.00,         33.00,         2.00
27.00,         39.00,         41.00,         3.00
35.00,         32.00,         50.00,         2.00
33.00,         27.00,         27.00,         1.00
47.00,         40.00,         67.00,         3.00
38.00,         32.00,         92.00,         1.00
46.00,         30.00,         24.00,         3.00
19.00,         41.00,         83.00,         2.00
48.00,         42.00,         82.00,         3.00
37.00,         40.00,         86.00,         3.00
24.00,         42.00,         98.00,         1.00
48.00,         33.00,         29.00,         3.00
42.00,         35.00,         76.00,         2.00
47.00,         28.00,         88.00,         1.00
32.00,         38.00,         82.00,         2.00
4.00,         38.00,         45.00,         2.00
31.00,         24.00,         80.00,         1.00
17.00,         43.00,         57.00,         2.00
24.00,         39.00,         29.00,         3.00
5.00,         35.00,         63.00,         1.00
29.00,         24.00,         48.00,         1.00
48.00,         41.00,         75.00,         3.00
21.00,         27.00,         27.00,         1.00
32.00,         33.00,         37.00,         2.00
11.00,         35.00,         56.00,         2.00
28.00,         42.00,         48.00,         3.00
44.00,         31.00,         67.00,         2.00
33.00,         32.00,         44.00,         2.00
19.00,         29.00,         91.00,         1.00
2.00,         37.00,         59.00,         1.00
18.00,         34.00,         64.00,         2.00
